Team Number,Total Wins,Total Losses,Total Ties,Lifetime Win Rate,Lifetime Matches Played,Total Season Wins,Total Season Losses,Total Season Ties,Lifetime Season Win Rate,Total Season Matches Played,2019 Wins,2019 Losses,2019 Ties,2019 Win Rate,2019 Total Matches,2019 Season Wins,2019 Season Losses,2019 Season Ties,2019 Season Win Rate,2019 Season Total Matches,2018 Wins,2018 Losses,2018 Ties,2018 Win Rate,2018 Total Matches,2018 Season Wins,2018 Season Losses,2018 Season Ties,2018 Season Win Rate,2018 Season Total Matches,2017 Wins,2017 Losses,2017 Ties,2017 Win Rate,2017 Total Matches,2017 Season Wins,2017 Season Losses,2017 Season Ties,2017 Season Win Rate,2017 Season Total Matches,2016 Wins,2016 Losses,2016 Ties,2016 Win Rate,2016 Total Matches,2016 Season Wins,2016 Season Losses,2016 Season Ties,2016 Season Win Rate,2016 Season Total Matches,2015 Wins,2015 Losses,2015 Ties,2015 Win Rate,2015 Total Matches,2015 Season Wins,2015 Season Losses,2015 Season Ties,2015 Season Win Rate,2015 Season Total Matches,2014 Wins,2014 Losses,2014 Ties,2014 Win Rate,2014 Total Matches,2014 Season Wins,2014 Season Losses,2014 Season Ties,2014 Season Win Rate,2014 Season Total Matches,2013 Wins,2013 Losses,2013 Ties,2013 Win Rate,2013 Total Matches,2013 Season Wins,2013 Season Losses,2013 Season Ties,2013 Season Win Rate,2013 Season Total Matches,2012 Wins,2012 Losses,2012 Ties,2012 Win Rate,2012 Total Matches,2012 Season Wins,2012 Season Losses,2012 Season Ties,2012 Season Win Rate,2012 Season Total Matches,2011 Wins,2011 Losses,2011 Ties,2011 Win Rate,2011 Total Matches,2011 Season Wins,2011 Season Losses,2011 Season Ties,2011 Season Win Rate,2011 Season Total Matches,2010 Wins,2010 Losses,2010 Ties,2010 Win Rate,2010 Total Matches,2010 Season Wins,2010 Season Losses,2010 Season Ties,2010 Season Win Rate,2010 Season Total Matches,2009 Wins,2009 Losses,2009 Ties,2009 Win Rate,2009 Total Matches,2009 Season Wins,2009 Season Losses,2009 Season Ties,2009 Season Win Rate,2009 Season Total Matches,2008 Wins,2008 Losses,2008 Ties,2008 Win Rate,2008 Total Matches,2008 Season Wins,2008 Season Losses,2008 Season Ties,2008 Season Win Rate,2008 Season Total Matches,2007 Wins,2007 Losses,2007 Ties,2007 Win Rate,2007 Total Matches,2007 Season Wins,2007 Season Losses,2007 Season Ties,2007 Season Win Rate,2007 Season Total Matches,2006 Wins,2006 Losses,2006 Ties,2006 Win Rate,2006 Total Matches,2006 Season Wins,2006 Season Losses,2006 Season Ties,2006 Season Win Rate,2006 Season Total Matches,2005 Wins,2005 Losses,2005 Ties,2005 Win Rate,2005 Total Matches,2005 Season Wins,2005 Season Losses,2005 Season Ties,2005 Season Win Rate,2005 Season Total Matches,2004 Wins,2004 Losses,2004 Ties,2004 Win Rate,2004 Total Matches,2004 Season Wins,2004 Season Losses,2004 Season Ties,2004 Season Win Rate,2004 Season Total Matches,2003 Wins,2003 Losses,2003 Ties,2003 Win Rate,2003 Total Matches,2003 Season Wins,2003 Season Losses,2003 Season Ties,2003 Season Win Rate,2003 Season Total Matches
3692,83,89,2,48.26%,174,83,89,89,48.26%,174,9,10,1,47.37%,20,9,10,1,47.37%,20,12,11,0,52.17%,23,12,11,0,52.17%,23,6,13,1,31.58%,20,6,13,1,31.58%,20,6,12,0,33.33%,18,6,12,0,33.33%,18,12,8,0,60.00%,20,12,8,0,60.00%,20,21,17,0,55.26%,38,21,17,0,55.26%,38,10,4,0,71.43%,14,10,4,0,71.43%,14,4,7,0,36.36%,11,4,7,0,36.36%,11,3,7,0,30.00%,10,3,7,0,30.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,92,123,5,42.79%,220,92,123,123,42.79%,220,15,16,0,48.39%,31,15,16,0,48.39%,31,8,17,1,32.00%,26,8,17,1,32.00%,26,23,22,0,51.11%,45,23,22,0,51.11%,45,8,16,0,33.33%,24,8,16,0,33.33%,24,11,18,0,37.93%,29,11,18,0,37.93%,29,16,15,0,51.61%,31,16,15,0,51.61%,31,7,6,0,53.85%,13,7,6,0,53.85%,13,2,9,0,18.18%,11,2,9,0,18.18%,11,2,4,4,33.33%,10,2,4,4,33.33%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,59,84,6,41.26%,149,57,80,80,41.61%,143,0,0,0,0,0,0,0,0,0,0,9,15,0,37.50%,24,9,15,0,37.50%,24,11,16,0,40.74%,27,11,16,0,40.74%,27,13,19,0,40.63%,32,11,15,0,42.31%,26,10,6,3,62.50%,19,10,6,3,62.50%,19,4,5,0,44.44%,9,4,5,0,44.44%,9,4,5,0,44.44%,9,4,5,0,44.44%,9,3,6,0,33.33%,9,3,6,0,33.33%,9,5,12,3,29.41%,20,5,12,3,29.41%,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,84,81,2,50.91%,167,84,81,81,50.91%,167,21,9,0,70.00%,30,21,9,0,70.00%,30,25,16,0,60.98%,41,25,16,0,60.98%,41,11,13,2,45.83%,26,11,13,2,45.83%,26,4,6,0,40.00%,10,4,6,0,40.00%,10,4,7,0,36.36%,11,4,7,0,36.36%,11,7,9,0,43.75%,16,7,9,0,43.75%,16,4,6,0,40.00%,10,4,6,0,40.00%,10,4,9,0,30.77%,13,4,9,0,30.77%,13,4,6,0,40.00%,10,4,6,0,40.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,21,20,2,51.22%,43,21,20,20,51.22%,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,50.00%,19,9,9,1,50.00%,19,8,6,0,57.14%,14,8,6,0,57.14%,14,4,5,1,44.44%,10,4,5,1,44.44%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,5,10,5,33.33%,20,5,10,10,33.33%,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,12.50%,11,1,7,3,12.50%,11,4,3,2,57.14%,9,4,3,2,57.14%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,6,4,2,60.00%,12,6,4,4,60.00%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,60.00%,12,6,4,2,60.00%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,16,27,3,37.21%,46,16,27,27,37.21%,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,25.00%,10,2,6,2,25.00%,10,4,6,0,40.00%,10,4,6,0,40.00%,10,1,7,0,12.50%,8,1,7,0,12.50%,8,5,4,0,55.56%,9,5,4,0,55.56%,9,4,4,1,50.00%,9,4,4,1,50.00%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,21,29,3,42.00%,53,21,29,29,42.00%,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,42.86%,8,3,4,1,42.86%,8,2,6,0,25.00%,8,2,6,0,25.00%,8,6,3,0,66.67%,9,6,3,0,66.67%,9,5,5,0,50.00%,10,5,5,0,50.00%,10,0,0,0,0,0,0,0,0,0,0,3,6,0,33.33%,9,3,6,0,33.33%,9,2,5,2,28.57%,9,2,5,2,28.57%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,22,32,0,40.74%,54,22,32,32,40.74%,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,20.00%,10,2,8,0,20.00%,10,5,6,0,45.45%,11,5,6,0,45.45%,11,7,5,0,58.33%,12,7,5,0,58.33%,12,3,7,0,30.00%,10,3,7,0,30.00%,10,5,6,0,45.45%,11,5,6,0,45.45%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,14,28,1,33.33%,43,14,28,28,33.33%,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,27.27%,11,3,8,0,27.27%,11,5,6,0,45.45%,11,5,6,0,45.45%,11,3,7,1,30.00%,11,3,7,1,30.00%,11,3,7,0,30.00%,10,3,7,0,30.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,48,55,1,46.60%,104,48,55,55,46.60%,104,6,4,0,60.00%,10,6,4,0,60.00%,10,2,6,0,25.00%,8,2,6,0,25.00%,8,2,5,1,28.57%,8,2,5,1,28.57%,8,4,5,0,44.44%,9,4,5,0,44.44%,9,4,6,0,40.00%,10,4,6,0,40.00%,10,5,6,0,45.45%,11,5,6,0,45.45%,11,4,6,0,40.00%,10,4,6,0,40.00%,10,4,6,0,40.00%,10,4,6,0,40.00%,10,17,11,0,60.71%,28,17,11,0,60.71%,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,32,49,2,39.51%,83,32,49,49,39.51%,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,36.36%,11,4,7,0,36.36%,11,4,6,0,40.00%,10,4,6,0,40.00%,10,9,10,0,47.37%,19,9,10,0,47.37%,19,2,9,0,18.18%,11,2,9,0,18.18%,11,12,7,1,63.16%,20,12,7,1,63.16%,20,1,10,1,9.09%,12,1,10,1,9.09%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,12,34,2,26.09%,48,12,34,34,26.09%,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,16.67%,12,2,10,0,16.67%,12,8,14,2,36.36%,24,8,14,2,36.36%,24,2,10,0,16.67%,12,2,10,0,16.67%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,245,136,8,64.30%,389,238,131,131,64.50%,377,67,11,2,85.90%,80,67,11,2,85.90%,80,74,24,0,75.51%,98,67,19,0,77.91%,86,11,15,2,42.31%,28,11,15,2,42.31%,28,25,21,0,54.35%,46,25,21,0,54.35%,46,16,16,1,50.00%,33,16,16,1,50.00%,33,10,15,1,40.00%,26,10,15,1,40.00%,26,14,13,1,51.85%,28,14,13,1,51.85%,28,14,10,0,58.33%,24,14,10,0,58.33%,24,14,11,1,56.00%,26,14,11,1,56.00%,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,16,36,4,30.77%,56,16,36,36,30.77%,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,27.27%,12,3,8,1,27.27%,12,3,5,0,37.50%,8,3,5,0,37.50%,8,3,5,1,37.50%,9,3,5,1,37.50%,9,3,5,0,37.50%,8,3,5,0,37.50%,8,2,6,2,25.00%,10,2,6,2,25.00%,10,2,7,0,22.22%,9,2,7,0,22.22%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,76,61,1,55.47%,138,71,51,51,58.20%,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,33.33%,12,4,8,0,33.33%,12,22,14,0,61.11%,36,22,14,0,61.11%,36,25,15,0,62.50%,40,21,10,0,67.74%,31,9,11,0,45.00%,20,8,6,0,57.14%,14,12,5,0,70.59%,17,12,5,0,70.59%,17,4,8,1,33.33%,13,4,8,1,33.33%,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,202,164,3,55.19%,369,202,164,164,55.19%,369,15,24,1,38.46%,40,15,24,1,38.46%,40,34,21,0,61.82%,55,34,21,0,61.82%,55,25,19,0,56.82%,44,25,19,0,56.82%,44,24,24,1,50.00%,49,24,24,1,50.00%,49,26,17,0,60.47%,43,26,17,0,60.47%,43,22,19,1,53.66%,42,22,19,1,53.66%,42,14,14,0,50.00%,28,14,14,0,50.00%,28,27,15,0,64.29%,42,27,15,0,64.29%,42,15,11,0,57.69%,26,15,11,0,57.69%,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,63,119,3,34.62%,185,63,119,119,34.62%,185,6,18,0,25.00%,24,6,18,0,25.00%,24,6,18,0,25.00%,24,6,18,0,25.00%,24,3,21,0,12.50%,24,3,21,0,12.50%,24,12,15,1,44.44%,28,12,15,1,44.44%,28,13,11,0,54.17%,24,13,11,0,54.17%,24,11,19,1,36.67%,31,11,19,1,36.67%,31,5,6,0,45.45%,11,5,6,0,45.45%,11,3,6,0,33.33%,9,3,6,0,33.33%,9,4,5,1,44.44%,10,4,5,1,44.44%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,4,3,3,57.14%,10,4,3,3,57.14%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,57.14%,10,4,3,3,57.14%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,41,76,7,35.04%,124,41,76,76,35.04%,124,7,14,3,33.33%,24,7,14,3,33.33%,24,4,20,0,16.67%,24,4,20,0,16.67%,24,13,14,0,48.15%,27,13,14,0,48.15%,27,5,7,0,41.67%,12,5,7,0,41.67%,12,0,0,0,0,0,0,0,0,0,0,4,7,0,36.36%,11,4,7,0,36.36%,11,4,4,0,50.00%,8,4,4,0,50.00%,8,2,5,2,28.57%,9,2,5,2,28.57%,9,2,5,2,28.57%,9,2,5,2,28.57%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,3,6,1,33.33%,10,3,6,6,33.33%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,33.33%,10,3,6,1,33.33%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,15,30,2,33.33%,47,15,30,30,33.33%,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,9.09%,11,1,10,0,9.09%,11,9,12,1,42.86%,22,9,12,1,42.86%,22,5,8,1,38.46%,14,5,8,1,38.46%,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,8,12,0,40.00%,20,8,12,12,40.00%,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,40.00%,10,4,6,0,40.00%,10,4,6,0,40.00%,10,4,6,0,40.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,68,73,2,48.23%,143,62,66,66,48.44%,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,33.33%,24,8,16,0,33.33%,24,21,23,2,47.73%,46,21,23,2,47.73%,46,16,15,0,51.61%,31,16,15,0,51.61%,31,12,10,0,54.55%,22,6,3,0,66.67%,9,6,4,0,60.00%,10,6,4,0,60.00%,10,5,5,0,50.00%,10,5,5,0,50.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,181,199,2,47.63%,382,118,140,140,45.74%,260,26,27,0,49.06%,53,16,19,0,45.71%,35,19,33,0,36.54%,52,13,19,0,40.63%,32,51,36,1,58.62%,88,42,30,1,58.33%,73,22,31,0,41.51%,53,12,19,0,38.71%,31,29,26,0,52.73%,55,14,17,0,45.16%,31,25,26,1,49.02%,52,12,16,1,42.86%,29,0,9,0,0.00%,9,0,9,0,0.00%,9,3,7,0,30.00%,10,3,7,0,30.00%,10,6,4,0,60.00%,10,6,4,0,60.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,70,81,1,46.36%,152,70,81,81,46.36%,152,8,7,0,53.33%,15,8,7,0,53.33%,15,6,8,0,42.86%,14,6,8,0,42.86%,14,16,13,0,55.17%,29,16,13,0,55.17%,29,3,9,0,25.00%,12,3,9,0,25.00%,12,17,12,0,58.62%,29,17,12,0,58.62%,29,5,10,0,33.33%,15,5,10,0,33.33%,15,7,7,0,50.00%,14,7,7,0,50.00%,14,3,9,0,25.00%,12,3,9,0,25.00%,12,5,6,1,45.45%,12,5,6,1,45.45%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,12,22,2,35.29%,36,12,22,22,35.29%,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,20.00%,10,2,8,0,20.00%,10,5,3,0,62.50%,8,5,3,0,62.50%,8,4,5,0,44.44%,9,4,5,0,44.44%,9,1,6,2,14.29%,9,1,6,2,14.29%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
